Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2017-2018,Bundesliga,Leverkusen,Squad Total,,,24.0,34.0,44.0,5.0,2.0,3.0,0.0,39.3,0.29,-4.7,-0.14,197.0,546.0,36.1,1028.0,140.0,39.2,34.9,256.0,55.9,45.6,380.0,29.0,7.6,35.0,1.03,14.4,
2017-2018,Bundesliga,Leverkusen,Opponent Total,,,25.7,34.0,58.0,3.0,0.0,6.0,0.0,47.0,0.25,-11.0,-0.32,239.0,606.0,39.4,906.0,145.0,45.0,37.5,298.0,66.4,50.4,547.0,43.0,7.9,27.0,0.79,12.6,
2017-2018,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,27.0,33.0,52.0,5.0,0.0,8.0,0.0,47.1,0.29,-4.9,-0.15,223.0,545.0,40.9,895.0,152.0,43.8,36.0,206.0,74.3,50.6,440.0,36.0,8.2,33.0,1.0,13.9,Matches
2017-2018,Bundesliga,RB Leipzig,Yvon Mvogo,ch SUI,GK,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,0.28,0.1,0.12,11.0,18.0,61.1,35.0,6.0,40.0,32.7,7.0,57.1,47.6,11.0,0.0,0.0,2.0,2.0,15.3,Matches
2017-2018,Bundesliga,RB Leipzig,Squad Total,,,23.4,34.0,53.0,5.0,0.0,8.0,0.0,48.3,0.29,-4.7,-0.14,234.0,563.0,41.6,930.0,158.0,43.7,35.9,213.0,73.7,50.5,451.0,36.0,8.0,35.0,1.03,13.9,
2017-2018,Bundesliga,RB Leipzig,Opponent Total,,,25.7,34.0,57.0,4.0,1.0,10.0,0.0,53.8,0.28,-3.2,-0.09,248.0,697.0,35.6,877.0,131.0,53.0,40.7,301.0,77.1,54.1,414.0,22.0,5.3,33.0,0.97,14.1,
2017-2018,Bundesliga,Stuttgart,Ron-Robert Zieler,de GER,GK,28.0,34.0,36.0,4.0,2.0,2.0,0.0,40.7,0.24,4.7,0.14,296.0,834.0,35.5,1029.0,123.0,57.2,42.8,300.0,81.7,59.0,547.0,34.0,6.2,37.0,1.09,13.6,Matches
2017-2018,Bundesliga,Stuttgart,Squad Total,,,25.6,34.0,36.0,4.0,2.0,2.0,0.0,40.7,0.24,4.7,0.14,296.0,834.0,35.5,1029.0,123.0,57.2,42.8,300.0,81.7,59.0,547.0,34.0,6.2,37.0,1.09,13.6,
2017-2018,Bundesliga,Stuttgart,Opponent Total,,,25.7,34.0,36.0,1.0,0.0,4.0,1.0,34.9,0.28,-0.1,0.0,220.0,493.0,44.6,1007.0,177.0,35.9,34.6,227.0,57.7,45.9,485.0,44.0,9.1,37.0,1.09,13.9,
2017-2018,Bundesliga,Eint Frankfurt,Lukáš Hrádecký,fi FIN,GK,27.0,34.0,45.0,2.0,2.0,7.0,2.0,41.3,0.3,-1.7,-0.05,271.0,662.0,40.9,1058.0,164.0,45.0,37.2,241.0,77.2,56.1,483.0,46.0,9.5,59.0,1.74,15.2,Matches
2017-2018,Bundesliga,Eint Frankfurt,Squad Total,,,26.4,34.0,45.0,2.0,2.0,7.0,2.0,41.3,0.3,-1.7,-0.05,271.0,662.0,40.9,1058.0,164.0,45.0,37.2,241.0,77.2,56.1,483.0,46.0,9.5,59.0,1.74,15.2,
2017-2018,Bundesliga,Eint Frankfurt,Opponent Total,,,25.5,34.0,45.0,2.0,0.0,6.0,1.0,40.9,0.27,-3.1,-0.09,223.0,658.0,33.9,1047.0,190.0,44.6,37.8,267.0,71.5,51.7,464.0,39.0,8.4,27.0,0.79,13.0,
2017-2018,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,28.0,29.2,42.0,4.0,0.0,6.0,1.0,39.3,0.24,-1.7,-0.06,178.0,482.0,36.9,1009.0,143.0,33.7,33.3,246.0,57.7,44.7,524.0,42.0,8.0,22.0,0.75,11.6,Matches
2017-2018,Bundesliga,M'Gladbach,Tobias Sippel,de GER,GK,29.0,4.8,10.0,0.0,0.0,0.0,0.0,10.2,0.45,0.2,0.05,31.0,88.0,35.2,153.0,15.0,41.2,37.1,34.0,73.5,53.3,63.0,3.0,4.8,5.0,1.04,14.8,Matches
2017-2018,Bundesliga,M'Gladbach,Squad Total,,,25.7,34.0,52.0,4.0,0.0,6.0,1.0,49.5,0.27,-1.5,-0.04,209.0,570.0,36.7,1162.0,158.0,34.7,33.8,280.0,59.6,45.7,587.0,45.0,7.7,27.0,0.79,12.0,
2017-2018,Bundesliga,M'Gladbach,Opponent Total,,,25.4,34.0,47.0,6.0,1.0,7.0,1.0,45.4,0.26,-0.6,-0.02,233.0,604.0,38.6,959.0,137.0,44.6,37.5,257.0,68.5,50.9,395.0,28.0,7.1,37.0,1.09,14.6,
2017-2018,Bundesliga,Hertha BSC,Rune Jarstein,no NOR,GK,32.0,31.0,44.0,5.0,0.0,7.0,1.0,35.8,0.22,-7.2,-0.23,286.0,761.0,37.6,882.0,101.0,61.5,44.0,249.0,88.0,57.9,483.0,37.0,7.7,15.0,0.48,11.9,Matches
2017-2018,Bundesliga,Hertha BSC,Thomas Kraft,de GER,GK,29.0,3.0,2.0,1.0,0.0,0.0,0.0,3.5,0.18,1.5,0.51,30.0,79.0,38.0,108.0,5.0,59.3,41.5,28.0,53.6,44.2,39.0,0.0,0.0,4.0,1.33,18.2,Matches
2017-2018,Bundesliga,Hertha BSC,Squad Total,,,26.4,34.0,46.0,6.0,0.0,7.0,1.0,39.3,0.22,-5.7,-0.17,316.0,840.0,37.6,990.0,106.0,61.2,43.7,277.0,84.5,56.5,522.0,37.0,7.1,19.0,0.56,12.4,
2017-2018,Bundesliga,Hertha BSC,Opponent Total,,,25.5,34.0,43.0,4.0,0.0,8.0,0.0,39.0,0.28,-4.0,-0.12,221.0,532.0,41.5,980.0,149.0,39.1,34.5,197.0,75.6,52.7,414.0,28.0,6.8,26.0,0.76,14.5,
2017-2018,Bundesliga,Werder Bremen,Jiří Pavlenka,cz CZE,GK,25.0,34.0,40.0,2.0,0.0,6.0,2.0,42.0,0.25,4.0,0.12,234.0,576.0,40.6,915.0,185.0,44.7,38.6,256.0,65.2,49.6,482.0,27.0,5.6,17.0,0.5,10.7,Matches
2017-2018,Bundesliga,Werder Bremen,Squad Total,,,26.3,34.0,40.0,2.0,0.0,6.0,2.0,42.0,0.25,4.0,0.12,234.0,576.0,40.6,915.0,185.0,44.7,38.6,256.0,65.2,49.6,482.0,27.0,5.6,17.0,0.5,10.7,
2017-2018,Bundesliga,Werder Bremen,Opponent Total,,,25.6,34.0,37.0,0.0,0.0,8.0,3.0,34.0,0.24,0.0,0.0,250.0,676.0,37.0,1012.0,138.0,49.0,38.6,241.0,74.7,53.2,533.0,43.0,8.1,29.0,0.85,13.1,
2017-2018,Bundesliga,Augsburg,Marwin Hitz,ch SUI,GK,29.0,32.0,42.0,1.0,2.0,11.0,0.0,42.0,0.26,0.0,0.0,264.0,552.0,47.8,881.0,150.0,45.1,37.8,267.0,58.1,44.6,440.0,29.0,6.6,17.0,0.53,12.5,Matches
2017-2018,Bundesliga,Augsburg,Andreas Luthe,de GER,GK,30.0,2.0,4.0,1.0,0.0,0.0,0.0,3.5,0.35,-0.5,-0.26,10.0,26.0,38.5,65.0,12.0,32.3,32.1,14.0,35.7,35.4,31.0,5.0,16.1,1.0,0.5,6.6,Matches
2017-2018,Bundesliga,Augsburg,Squad Total,,,26.6,34.0,46.0,2.0,2.0,11.0,0.0,45.5,0.26,-0.5,-0.01,274.0,578.0,47.4,946.0,162.0,44.2,37.4,281.0,56.9,44.2,471.0,34.0,7.2,18.0,0.53,12.0,
2017-2018,Bundesliga,Augsburg,Opponent Total,,,25.7,34.0,43.0,4.0,1.0,8.0,2.0,45.3,0.29,4.3,0.13,288.0,672.0,42.9,969.0,171.0,49.9,39.8,283.0,66.4,51.5,598.0,45.0,7.5,36.0,1.06,13.6,
2017-2018,Bundesliga,Hannover 96,Philipp Tschauner,de GER,GK,31.0,31.0,45.0,2.0,1.0,11.0,0.0,42.1,0.26,-2.9,-0.09,230.0,518.0,44.4,875.0,161.0,43.0,35.1,275.0,51.6,40.5,508.0,24.0,4.7,20.0,0.65,12.4,Matches
2017-2018,Bundesliga,Hannover 96,Michael Esser,de GER,GK,29.0,3.0,9.0,0.0,0.0,0.0,0.0,6.8,0.34,-2.2,-0.73,23.0,51.0,45.1,97.0,20.0,41.2,35.0,25.0,44.0,39.5,55.0,8.0,14.5,3.0,1.0,12.6,Matches
2017-2018,Bundesliga,Hannover 96,Squad Total,,,26.4,34.0,54.0,2.0,1.0,11.0,0.0,48.9,0.27,-5.1,-0.15,253.0,569.0,44.5,972.0,181.0,42.8,35.1,300.0,51.0,40.5,563.0,32.0,5.7,23.0,0.68,12.4,
2017-2018,Bundesliga,Hannover 96,Opponent Total,,,25.6,34.0,44.0,4.0,1.0,6.0,0.0,44.5,0.28,0.5,0.01,243.0,634.0,38.3,929.0,140.0,48.1,38.1,274.0,68.2,51.2,468.0,34.0,7.3,29.0,0.85,13.5,
2017-2018,Bundesliga,Mainz 05,Robin Zentner,de GER,GK,22.0,15.0,27.0,4.0,1.0,3.0,1.0,21.3,0.26,-4.7,-0.31,100.0,279.0,35.8,386.0,75.0,47.9,38.7,126.0,74.6,54.8,211.0,11.0,5.2,19.0,1.27,14.3,Matches
2017-2018,Bundesliga,Mainz 05,René Adler,de GER,GK,32.0,14.0,18.0,1.0,0.0,5.0,0.0,14.0,0.25,-4.0,-0.29,78.0,216.0,36.1,322.0,55.0,39.1,36.3,117.0,76.9,54.9,209.0,19.0,9.1,22.0,1.57,15.4,Matches
2017-2018,Bundesliga,Mainz 05,Florian Müller,de GER,GK,19.0,5.0,7.0,0.0,0.0,2.0,0.0,6.6,0.27,-0.4,-0.08,21.0,85.0,24.7,116.0,25.0,42.2,38.0,41.0,87.8,56.6,81.0,1.0,1.2,4.0,0.8,15.3,Matches
2017-2018,Bundesliga,Mainz 05,Squad Total,,,25.3,34.0,52.0,5.0,1.0,10.0,1.0,41.9,0.26,-9.1,-0.27,199.0,580.0,34.3,824.0,155.0,43.7,37.6,284.0,77.5,55.1,501.0,31.0,6.2,45.0,1.32,14.9,
2017-2018,Bundesliga,Mainz 05,Opponent Total,,,25.7,34.0,38.0,4.0,0.0,4.0,0.0,38.6,0.24,0.6,0.02,254.0,655.0,38.8,1055.0,144.0,44.7,37.9,300.0,61.0,48.3,447.0,29.0,6.5,31.0,0.91,14.1,
2017-2018,Bundesliga,Freiburg,Alexander Schwolow,de GER,GK,25.0,32.3,53.0,4.0,1.0,7.0,4.0,41.4,0.25,-7.6,-0.24,313.0,779.0,40.2,1041.0,123.0,49.1,40.8,307.0,87.3,63.1,529.0,28.0,5.3,22.0,0.68,14.2,Matches
2017-2018,Bundesliga,Freiburg,Rafał Gikiewicz,pl POL,GK,29.0,1.7,3.0,0.0,0.0,0.0,0.0,1.5,0.21,-1.5,-0.89,28.0,57.0,49.1,52.0,7.0,67.3,48.9,23.0,95.7,66.2,41.0,2.0,4.9,1.0,0.58,14.5,Matches
2017-2018,Bundesliga,Freiburg,Squad Total,,,24.8,34.0,56.0,4.0,1.0,7.0,4.0,42.8,0.25,-9.2,-0.27,341.0,836.0,40.8,1093.0,130.0,50.0,40.8,330.0,87.9,63.4,570.0,30.0,5.3,23.0,0.68,14.2,
2017-2018,Bundesliga,Freiburg,Opponent Total,,,25.6,34.0,32.0,6.0,0.0,8.0,0.0,35.2,0.24,3.2,0.09,236.0,552.0,42.8,1151.0,151.0,35.8,33.8,231.0,60.6,48.6,381.0,32.0,8.4,23.0,0.68,13.1,
2017-2018,Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,25.0,34.0,48.0,6.0,1.0,4.0,2.0,50.4,0.28,4.4,0.13,248.0,654.0,37.9,1043.0,210.0,44.2,38.0,288.0,67.0,52.0,522.0,57.0,10.9,30.0,0.88,12.1,Matches
2017-2018,Bundesliga,Wolfsburg,Squad Total,,,25.1,34.0,48.0,6.0,1.0,4.0,2.0,50.4,0.28,4.4,0.13,248.0,654.0,37.9,1043.0,210.0,44.2,38.0,288.0,67.0,52.0,522.0,57.0,10.9,30.0,0.88,12.1,
2017-2018,Bundesliga,Wolfsburg,Opponent Total,,,25.7,34.0,36.0,1.0,4.0,4.0,0.0,31.1,0.24,-4.9,-0.14,193.0,537.0,35.9,948.0,134.0,37.6,34.9,237.0,76.4,53.2,441.0,37.0,8.4,28.0,0.82,12.2,
2017-2018,Bundesliga,Hamburger SV,Christian Mathenia,de GER,GK,25.0,24.0,38.0,3.0,0.0,4.0,1.0,36.8,0.36,-0.2,-0.01,135.0,409.0,33.0,506.0,79.0,51.4,40.6,199.0,74.9,55.8,332.0,20.0,6.0,18.0,0.75,14.8,Matches
2017-2018,Bundesliga,Hamburger SV,Julian Pollersbeck,de GER,GK,22.0,10.0,15.0,0.0,1.0,1.0,0.0,15.5,0.34,0.5,0.05,51.0,168.0,30.4,480.0,49.0,29.6,32.7,65.0,40.0,40.8,114.0,16.0,14.0,15.0,1.5,15.2,Matches
2017-2018,Bundesliga,Hamburger SV,Squad Total,,,25.0,34.0,53.0,3.0,1.0,5.0,1.0,52.2,0.35,0.2,0.01,186.0,577.0,32.2,986.0,128.0,40.8,36.7,264.0,66.3,52.1,446.0,36.0,8.1,33.0,0.97,14.9,
2017-2018,Bundesliga,Hamburger SV,Opponent Total,,,25.6,34.0,29.0,3.0,2.0,3.0,1.0,36.3,0.24,8.3,0.24,276.0,763.0,36.2,1002.0,135.0,54.7,41.3,274.0,78.5,54.5,533.0,44.0,8.3,29.0,0.85,12.8,
2017-2018,Bundesliga,Köln,Timo Horn,de GER,GK,24.0,34.0,70.0,8.0,0.0,7.0,0.0,66.5,0.29,-3.5,-0.1,302.0,746.0,40.5,787.0,84.0,62.9,44.1,299.0,83.9,57.3,592.0,25.0,4.2,31.0,0.91,13.7,Matches
2017-2018,Bundesliga,Köln,Squad Total,,,25.3,34.0,70.0,8.0,0.0,7.0,0.0,66.5,0.29,-3.5,-0.1,302.0,746.0,40.5,787.0,84.0,62.9,44.1,299.0,83.9,57.3,592.0,25.0,4.2,31.0,0.91,13.7,
2017-2018,Bundesliga,Köln,Opponent Total,,,25.7,34.0,35.0,3.0,3.0,2.0,2.0,34.7,0.28,1.7,0.05,247.0,604.0,40.9,891.0,140.0,44.2,37.7,285.0,73.7,53.6,520.0,36.0,6.9,35.0,1.03,13.5,
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,28.0,2.0,0.0,1.0,0.0,36.3,0.27,8.3,0.22,129.0,304.0,42.4,1040.0,192.0,17.5,27.5,262.0,46.6,41.7,404.0,15.0,3.7,41.0,1.11,15.1,Matches
2017-2018,LaLiga,Barcelona,Jasper Cillessen,nl NED,GK,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.1,-0.3,-0.32,1.0,6.0,16.7,21.0,5.0,23.8,27.9,10.0,10.0,30.4,7.0,0.0,0.0,0.0,0.0,7.7,Matches
2017-2018,LaLiga,Barcelona,Squad Total,,,27.7,38.0,29.0,2.0,0.0,1.0,0.0,37.0,0.26,8.0,0.21,130.0,310.0,41.9,1061.0,197.0,17.6,27.5,272.0,45.2,41.3,411.0,15.0,3.6,41.0,1.08,15.0,
2017-2018,LaLiga,Barcelona,Opponent Total,,,26.7,38.0,99.0,3.0,6.0,7.0,3.0,96.1,0.36,0.1,0.0,236.0,640.0,36.9,859.0,136.0,49.7,40.5,280.0,76.1,53.8,323.0,11.0,3.4,36.0,0.95,14.5,
2017-2018,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,24.0,37.0,22.0,1.0,1.0,2.0,1.0,32.7,0.23,11.7,0.32,191.0,566.0,33.7,632.0,108.0,55.1,42.4,275.0,79.3,53.8,534.0,25.0,4.7,13.0,0.35,11.9,Matches
2017-2018,LaLiga,Atlético Madrid,Axel Werner,ar ARG,GK,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17,0.5,0.5,3.0,15.0,20.0,10.0,1.0,80.0,51.2,7.0,100.0,56.4,16.0,1.0,6.3,1.0,1.0,13.5,Matches
2017-2018,LaLiga,Atlético Madrid,Squad Total,,,26.6,38.0,22.0,1.0,1.0,2.0,1.0,33.2,0.23,12.2,0.32,194.0,581.0,33.4,642.0,109.0,55.5,42.5,282.0,79.8,53.9,550.0,26.0,4.7,14.0,0.37,12.0,
2017-2018,LaLiga,Atlético Madrid,Opponent Total,,,26.8,38.0,58.0,4.0,2.0,2.0,1.0,58.8,0.36,1.8,0.05,235.0,571.0,41.2,924.0,173.0,41.9,36.9,257.0,71.6,52.5,417.0,27.0,6.5,47.0,1.24,15.0,
2017-2018,LaLiga,Real Madrid,Keylor Navas,cr CRC,GK,30.0,27.0,31.0,2.0,0.0,6.0,1.0,33.1,0.28,3.1,0.11,74.0,199.0,37.2,537.0,130.0,20.3,30.3,163.0,55.2,46.4,309.0,12.0,3.9,31.0,1.15,16.0,Matches
2017-2018,LaLiga,Real Madrid,Kiko Casilla,es ESP,GK,30.0,10.0,11.0,0.0,0.0,1.0,1.0,10.5,0.37,0.5,0.05,31.0,76.0,40.8,195.0,48.0,22.1,31.0,72.0,45.8,41.3,118.0,4.0,3.4,5.0,0.5,13.3,Matches
2017-2018,LaLiga,Real Madrid,Luca Zidane,fr FRA,GK,19.0,1.0,2.0,0.0,0.0,0.0,0.0,1.8,0.45,-0.2,-0.18,0.0,2.0,0.0,24.0,6.0,4.2,24.8,8.0,12.5,27.9,7.0,2.0,28.6,0.0,0.0,10.5,Matches
2017-2018,LaLiga,Real Madrid,Squad Total,,,27.1,38.0,44.0,2.0,0.0,7.0,2.0,45.4,0.3,3.4,0.09,105.0,277.0,37.9,756.0,184.0,20.2,30.3,243.0,51.0,44.3,434.0,18.0,4.1,36.0,0.95,15.0,
2017-2018,LaLiga,Real Madrid,Opponent Total,,,26.9,38.0,94.0,8.0,2.0,15.0,3.0,89.4,0.3,-1.6,-0.04,330.0,757.0,43.6,906.0,157.0,51.1,40.9,373.0,78.8,56.0,704.0,18.0,2.6,36.0,0.95,12.7,
2017-2018,LaLiga,Valencia,Neto,br BRA,GK,28.0,33.0,33.0,3.0,1.0,4.0,0.0,43.7,0.28,10.7,0.33,170.0,488.0,34.8,541.0,150.0,49.7,39.7,277.0,79.1,56.6,541.0,21.0,3.9,7.0,0.21,9.6,Matches
2017-2018,LaLiga,Valencia,Jaume Doménech,es ESP,GK,26.0,5.0,5.0,0.0,0.0,1.0,0.0,6.9,0.34,1.9,0.39,18.0,48.0,37.5,106.0,31.0,25.5,29.2,34.0,61.8,48.8,81.0,2.0,2.5,3.0,0.6,11.9,Matches
2017-2018,LaLiga,Valencia,Squad Total,,,24.8,38.0,38.0,3.0,1.0,5.0,0.0,50.7,0.28,12.7,0.33,188.0,536.0,35.1,647.0,181.0,45.7,38.0,311.0,77.2,55.8,622.0,23.0,3.7,10.0,0.26,10.0,
2017-2018,LaLiga,Valencia,Opponent Total,,,26.9,38.0,65.0,8.0,1.0,7.0,2.0,60.0,0.29,-3.0,-0.08,238.0,677.0,35.2,844.0,144.0,51.8,40.2,294.0,81.6,56.3,486.0,29.0,6.0,30.0,0.79,14.2,
2017-2018,LaLiga,Villarreal,Sergio Asenjo,es ESP,GK,28.0,23.0,30.0,3.0,1.0,2.0,0.0,32.0,0.29,2.0,0.09,124.0,346.0,35.8,454.0,118.0,43.8,37.4,200.0,73.5,52.8,399.0,26.0,6.5,26.0,1.13,12.8,Matches
2017-2018,LaLiga,Villarreal,Mariano Barbosa,ar ARG,GK,33.0,12.5,14.0,1.0,0.0,2.0,0.0,13.8,0.28,-0.2,-0.01,46.0,152.0,30.3,230.0,57.0,30.4,32.4,105.0,78.1,54.1,243.0,5.0,2.1,5.0,0.4,10.0,Matches
2017-2018,LaLiga,Villarreal,Andrés Fernández,es ESP,GK,30.0,2.5,6.0,1.0,0.0,2.0,0.0,5.0,0.26,-1.0,-0.42,10.0,34.0,29.4,42.0,9.0,38.1,32.0,27.0,66.7,48.2,45.0,0.0,0.0,5.0,2.0,16.1,Matches
2017-2018,LaLiga,Villarreal,Squad Total,,,26.6,38.0,50.0,5.0,1.0,6.0,0.0,50.8,0.28,0.8,0.02,180.0,532.0,33.8,726.0,184.0,39.3,35.5,332.0,74.4,52.8,687.0,31.0,4.5,36.0,0.95,12.3,
2017-2018,LaLiga,Villarreal,Opponent Total,,,26.9,38.0,57.0,4.0,0.0,4.0,1.0,54.4,0.3,-1.6,-0.04,218.0,595.0,36.6,872.0,155.0,47.2,38.8,273.0,67.0,51.5,409.0,18.0,4.4,40.0,1.05,15.7,
2017-2018,LaLiga,Betis,Antonio Adán,es ESP,GK,30.0,30.0,53.0,3.0,0.0,5.0,4.0,41.8,0.29,-7.2,-0.24,176.0,490.0,35.9,1002.0,130.0,33.8,32.8,253.0,59.7,44.4,468.0,17.0,3.6,22.0,0.73,14.6,Matches
2017-2018,LaLiga,Betis,Pedro López,es ESP,GK,22.0,4.6,8.0,0.0,0.0,2.0,0.0,4.7,0.29,-3.3,-0.72,15.0,47.0,31.9,143.0,23.0,21.0,27.7,39.0,43.6,39.8,54.0,5.0,9.3,5.0,1.09,13.0,Matches
2017-2018,LaLiga,Betis,Dani Giménez,es ESP,GK,34.0,3.4,0.0,0.0,0.0,0.0,0.0,1.5,0.19,1.5,0.44,8.0,40.0,20.0,94.0,10.0,34.0,34.5,20.0,40.0,36.4,62.0,3.0,4.8,2.0,0.58,10.4,Matches
2017-2018,LaLiga,Betis,Squad Total,,,27.1,38.0,61.0,3.0,0.0,7.0,4.0,48.1,0.29,-8.9,-0.24,199.0,577.0,34.5,1239.0,163.0,32.4,32.3,312.0,56.4,43.3,584.0,25.0,4.3,29.0,0.76,14.0,
2017-2018,LaLiga,Betis,Opponent Total,,,26.8,38.0,60.0,2.0,1.0,3.0,4.0,53.4,0.32,-2.6,-0.07,211.0,610.0,34.6,795.0,104.0,51.6,40.7,246.0,81.3,56.7,422.0,18.0,4.3,35.0,0.92,15.2,
2017-2018,LaLiga,Sevilla,Sergio Rico,es ESP,GK,23.0,24.0,39.0,3.0,1.0,5.0,0.0,34.3,0.34,-4.7,-0.2,96.0,305.0,31.5,475.0,118.0,37.3,33.6,192.0,66.7,49.9,349.0,18.0,5.2,13.0,0.54,12.0,Matches
2017-2018,LaLiga,Sevilla,David Soria,es ESP,GK,24.0,14.0,19.0,2.0,0.0,1.0,1.0,17.4,0.29,-0.6,-0.04,69.0,150.0,46.0,279.0,70.0,31.5,32.4,98.0,63.3,47.4,199.0,12.0,6.0,13.0,0.93,13.0,Matches
2017-2018,LaLiga,Sevilla,Squad Total,,,27.1,38.0,58.0,5.0,1.0,6.0,1.0,51.7,0.32,-5.3,-0.14,165.0,455.0,36.3,754.0,188.0,35.1,33.1,290.0,65.5,49.1,548.0,30.0,5.5,26.0,0.68,12.4,
2017-2018,LaLiga,Sevilla,Opponent Total,,,26.9,38.0,49.0,4.0,0.0,3.0,1.0,56.7,0.3,8.7,0.23,246.0,741.0,33.2,941.0,126.0,52.1,40.3,332.0,75.6,54.3,508.0,29.0,5.7,40.0,1.05,13.8,
2017-2018,LaLiga,Getafe,Vicente Guaita,es ESP,GK,30.0,33.0,26.0,1.0,0.0,1.0,0.0,35.8,0.31,9.8,0.3,243.0,797.0,30.5,710.0,69.0,73.5,49.2,284.0,96.8,64.1,479.0,21.0,4.4,34.0,1.03,15.0,Matches
2017-2018,LaLiga,Getafe,Emiliano Martínez,ar ARG,GK,24.0,5.0,7.0,1.0,0.0,2.0,0.0,6.4,0.29,-0.6,-0.11,49.0,128.0,38.3,103.0,11.0,78.6,52.5,48.0,97.9,65.7,70.0,4.0,5.7,3.0,0.6,9.9,Matches
2017-2018,LaLiga,Getafe,Squad Total,,,28.2,38.0,33.0,2.0,0.0,3.0,0.0,42.3,0.31,9.3,0.24,292.0,925.0,31.6,813.0,80.0,74.2,49.6,332.0,97.0,64.3,549.0,25.0,4.6,37.0,0.97,14.3,
2017-2018,LaLiga,Getafe,Opponent Total,,,26.7,38.0,42.0,5.0,1.0,6.0,1.0,42.9,0.26,1.9,0.05,248.0,584.0,42.5,883.0,152.0,44.2,38.4,258.0,75.2,53.2,463.0,20.0,4.3,57.0,1.5,17.3,
2017-2018,LaLiga,Eibar,Marko Dmitrović,rs SRB,GK,25.0,36.0,49.0,4.0,2.0,2.0,3.0,44.7,0.34,-1.3,-0.04,334.0,888.0,37.6,942.0,93.0,72.4,51.4,216.0,95.4,70.1,339.0,21.0,6.2,97.0,2.69,19.0,Matches
2017-2018,LaLiga,Eibar,Asier Riesgo,es ESP,GK,33.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,0.36,0.8,0.81,12.0,31.0,38.7,22.0,2.0,95.5,53.9,11.0,90.9,59.0,21.0,2.0,9.5,0.0,0.0,7.8,Matches
2017-2018,LaLiga,Eibar,Yoel,es ESP,GK,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.27,1.3,1.33,13.0,38.0,34.2,28.0,1.0,92.9,52.4,12.0,100.0,68.0,19.0,0.0,0.0,3.0,3.0,21.4,Matches
2017-2018,LaLiga,Eibar,Squad Total,,,27.4,38.0,50.0,4.0,2.0,3.0,3.0,47.8,0.34,0.8,0.02,359.0,957.0,37.5,992.0,96.0,73.5,49.3,239.0,95.4,69.5,379.0,23.0,6.1,100.0,2.63,18.9,
2017-2018,LaLiga,Eibar,Opponent Total,,,26.8,38.0,44.0,2.0,2.0,7.0,1.0,37.6,0.27,-5.4,-0.14,295.0,873.0,33.8,1037.0,131.0,54.7,42.3,388.0,78.9,55.7,850.0,30.0,3.5,33.0,0.87,13.1,
2017-2018,LaLiga,Girona,Yassine Bounou,ma MAR,GK,26.0,29.5,46.0,4.0,2.0,2.0,1.0,44.5,0.3,-0.5,-0.02,226.0,635.0,35.6,633.0,86.0,65.9,46.0,243.0,89.7,60.8,411.0,9.0,2.2,29.0,0.98,14.4,Matches
2017-2018,LaLiga,Girona,Gorka Iraizoz,es ESP,GK,36.0,8.5,13.0,0.0,1.0,0.0,2.0,13.3,0.37,2.3,0.27,63.0,162.0,38.9,196.0,47.0,59.7,43.7,52.0,86.5,57.3,77.0,5.0,6.5,14.0,1.65,15.3,Matches
2017-2018,LaLiga,Girona,Squad Total,,,26.3,38.0,59.0,4.0,3.0,2.0,3.0,57.8,0.32,1.8,0.05,289.0,797.0,36.3,829.0,133.0,64.4,45.5,295.0,89.2,60.1,488.0,14.0,2.9,43.0,1.13,14.7,
2017-2018,LaLiga,Girona,Opponent Total,,,26.8,38.0,50.0,6.0,2.0,8.0,0.0,52.0,0.3,2.0,0.05,208.0,659.0,31.6,907.0,150.0,49.6,38.4,260.0,80.4,54.4,644.0,30.0,4.7,35.0,0.92,14.3,
2017-2018,LaLiga,Espanyol,Pau López,es ESP,GK,22.0,28.5,31.0,3.0,1.0,5.0,0.0,36.5,0.27,5.5,0.19,182.0,507.0,35.9,578.0,133.0,53.3,41.6,237.0,84.0,58.4,422.0,27.0,6.4,23.0,0.81,13.1,Matches
