Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2019-2020,Ligue1,Nîmes,Paul Bernardoni,fr FRA,GK,22.0,24.5,38.0,4.0,0.0,2.0,1.0,30.7,0.26,-6.3,-0.26,130.0,379.0,34.3,530.0,80.0,47.4,37.1,175.0,73.1,50.7,265.0,11.0,4.2,26.0,1.06,15.6,Matches
2019-2020,Ligue1,Nîmes,Lucas Dias,fr FRA,GK,20.0,3.5,6.0,0.0,1.0,2.0,0.0,5.7,0.34,-0.3,-0.08,26.0,71.0,36.6,60.0,4.0,61.7,40.9,38.0,89.5,57.2,63.0,0.0,0.0,5.0,1.42,14.3,Matches
2019-2020,Ligue1,Nîmes,Squad Total,,,25.4,28.0,44.0,4.0,1.0,4.0,1.0,36.4,0.27,-6.6,-0.24,156.0,450.0,34.7,590.0,84.0,48.8,37.5,213.0,76.1,51.9,328.0,11.0,3.4,31.0,1.11,15.4,
2019-2020,Ligue1,Nîmes,Opponent Total,,,26.0,28.0,29.0,2.0,1.0,6.0,0.0,30.3,0.27,1.3,0.05,124.0,430.0,28.8,696.0,124.0,42.0,36.1,231.0,59.7,45.5,421.0,26.0,6.2,25.0,0.89,13.1,
2019-2020,Ligue1,Amiens,Régis Gurtner,fr FRA,GK,32.0,28.0,50.0,1.0,1.0,12.0,1.0,40.8,0.29,-8.2,-0.29,194.0,462.0,42.0,562.0,93.0,47.7,38.4,255.0,76.1,51.0,425.0,10.0,2.4,10.0,0.36,11.8,Matches
2019-2020,Ligue1,Amiens,Squad Total,,,27.4,28.0,50.0,1.0,1.0,12.0,1.0,40.8,0.29,-8.2,-0.29,194.0,462.0,42.0,562.0,93.0,47.7,38.4,255.0,76.1,51.0,425.0,10.0,2.4,10.0,0.36,11.8,
2019-2020,Ligue1,Amiens,Opponent Total,,,26.0,28.0,31.0,3.0,1.0,3.0,1.0,27.1,0.27,-2.9,-0.1,188.0,440.0,42.7,779.0,130.0,42.2,35.8,168.0,66.1,48.1,343.0,17.0,5.0,44.0,1.57,17.3,
2019-2020,Ligue1,Toulouse,Baptiste Reynet,fr FRA,GK,28.0,22.6,49.0,3.0,1.0,3.0,1.0,36.9,0.27,-11.1,-0.49,181.0,463.0,39.1,616.0,80.0,50.0,38.2,228.0,68.0,48.6,357.0,9.0,2.5,23.0,1.02,16.1,Matches
2019-2020,Ligue1,Toulouse,Lovre Kalinić,hr CRO,GK,29.0,3.4,4.0,0.0,0.0,0.0,0.0,2.9,0.24,-1.1,-0.32,25.0,82.0,30.5,79.0,12.0,60.8,43.3,38.0,89.5,57.7,65.0,8.0,12.3,3.0,0.88,14.1,Matches
2019-2020,Ligue1,Toulouse,Mauro Goicoechea,uy URU,GK,31.0,2.0,5.0,0.0,0.0,0.0,0.0,4.1,0.32,-0.9,-0.43,16.0,41.0,39.0,44.0,4.0,54.5,40.3,20.0,85.0,49.8,15.0,0.0,0.0,2.0,1.0,15.6,Matches
2019-2020,Ligue1,Toulouse,Squad Total,,,25.1,28.0,58.0,3.0,1.0,3.0,1.0,44.0,0.27,-13.0,-0.47,222.0,586.0,37.9,739.0,96.0,51.4,38.9,286.0,72.0,49.9,437.0,17.0,3.9,28.0,1.0,15.7,
2019-2020,Ligue1,Toulouse,Opponent Total,,,26.1,28.0,22.0,4.0,1.0,4.0,1.0,24.4,0.21,3.4,0.12,144.0,318.0,45.3,653.0,126.0,35.2,33.6,180.0,48.9,41.2,418.0,29.0,6.9,30.0,1.07,13.4,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,28.8,33.0,8.0,1.0,3.0,0.0,37.1,0.23,4.1,0.14,82.0,165.0,49.7,560.0,155.0,23.4,29.4,195.0,17.4,25.8,355.0,11.0,3.1,37.0,1.29,16.9,Matches
2019-2020,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,41.0,9.0,10.0,1.0,0.0,0.0,0.0,7.6,0.2,-2.4,-0.27,12.0,26.0,46.2,154.0,42.0,13.6,25.1,54.0,9.3,21.5,109.0,3.0,2.8,7.0,0.78,13.6,Matches
2019-2020,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,29.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,17.0,2.0,0.0,19.0,0.0,0.0,,0.0,0.0,,Matches
2019-2020,SeriaA,Juventus,Squad Total,,,28.6,38.0,43.0,9.0,1.0,3.0,0.0,44.7,0.22,1.7,0.04,94.0,191.0,49.2,715.0,197.0,21.3,28.4,251.0,15.5,24.8,464.0,14.0,3.0,44.0,1.16,16.2,
2019-2020,SeriaA,Juventus,Opponent Total,,,26.7,38.0,76.0,13.0,2.0,9.0,3.0,69.0,0.24,-4.0,-0.1,209.0,527.0,39.7,902.0,161.0,40.6,35.3,332.0,48.5,37.3,535.0,9.0,1.7,24.0,0.63,12.4,
2019-2020,SeriaA,Inter,Samir Handanović,si SVN,GK,35.0,35.0,32.0,2.0,0.0,3.0,1.0,29.3,0.24,-1.7,-0.05,111.0,222.0,50.0,853.0,189.0,18.2,27.2,267.0,25.1,28.9,490.0,24.0,4.9,19.0,0.54,11.8,Matches
2019-2020,SeriaA,Inter,Daniele Padelli,it ITA,GK,33.0,3.0,4.0,1.0,0.0,2.0,0.0,3.7,0.34,-0.3,-0.1,3.0,17.0,17.6,69.0,14.0,20.3,29.9,24.0,12.5,25.2,55.0,2.0,3.6,2.0,0.67,12.2,Matches
2019-2020,SeriaA,Inter,Squad Total,,,27.7,38.0,36.0,3.0,0.0,5.0,1.0,33.0,0.25,-2.0,-0.05,114.0,239.0,47.7,922.0,203.0,18.3,27.4,291.0,24.1,28.6,545.0,26.0,4.8,21.0,0.55,11.8,
2019-2020,SeriaA,Inter,Opponent Total,,,26.8,38.0,81.0,10.0,0.0,11.0,1.0,70.3,0.27,-9.7,-0.25,181.0,463.0,39.1,904.0,182.0,36.7,35.1,302.0,43.4,36.6,591.0,21.0,3.6,27.0,0.71,12.3,
2019-2020,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,24.0,32.0,42.0,6.0,2.0,4.0,3.0,36.7,0.26,-2.3,-0.07,165.0,381.0,43.3,766.0,161.0,32.1,34.0,208.0,64.9,50.0,314.0,5.0,1.6,57.0,1.78,18.1,Matches
2019-2020,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,27.0,5.8,5.0,0.0,0.0,0.0,0.0,4.8,0.26,-0.2,-0.04,9.0,28.0,32.1,124.0,32.0,12.1,26.9,26.0,50.0,38.8,52.0,3.0,5.8,10.0,1.71,19.7,Matches
2019-2020,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,28.0,0.1,1.0,0.0,0.0,0.0,0.0,0.4,0.45,-0.6,-4.53,1.0,1.0,100.0,3.0,1.0,33.3,30.3,0.0,,,0.0,0.0,,0.0,0.0,,Matches
2019-2020,SeriaA,Atalanta,Squad Total,,,27.2,38.0,48.0,6.0,2.0,4.0,3.0,41.9,0.26,-3.1,-0.08,175.0,410.0,42.7,893.0,194.0,29.3,33.0,234.0,63.2,48.8,366.0,8.0,2.2,67.0,1.76,18.3,
2019-2020,SeriaA,Atalanta,Opponent Total,,,27.0,38.0,98.0,7.0,4.0,12.0,2.0,87.2,0.3,-8.8,-0.23,249.0,614.0,40.6,1039.0,172.0,42.3,35.8,370.0,47.3,39.1,578.0,19.0,3.3,35.0,0.92,14.3,
2019-2020,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,24.0,38.0,42.0,7.0,1.0,7.0,1.0,44.4,0.24,3.4,0.09,148.0,368.0,40.2,938.0,143.0,32.0,31.2,291.0,23.4,26.0,474.0,10.0,2.1,18.0,0.47,13.6,Matches
2019-2020,SeriaA,Lazio,Squad Total,,,27.9,38.0,42.0,7.0,1.0,7.0,1.0,44.4,0.24,3.4,0.09,148.0,368.0,40.2,938.0,143.0,32.0,31.2,291.0,23.4,26.0,474.0,10.0,2.1,18.0,0.47,13.6,
2019-2020,SeriaA,Lazio,Opponent Total,,,26.9,38.0,79.0,15.0,2.0,6.0,2.0,78.7,0.28,1.7,0.04,118.0,318.0,37.1,790.0,194.0,26.8,31.2,317.0,33.4,33.6,608.0,23.0,3.8,37.0,0.97,13.6,
2019-2020,SeriaA,Roma,Pau López,es ESP,GK,24.0,32.0,45.0,8.0,1.0,4.0,0.0,44.3,0.27,-0.7,-0.02,143.0,317.0,45.1,838.0,175.0,29.1,31.4,208.0,35.1,34.9,373.0,9.0,2.4,44.0,1.38,18.2,Matches
2019-2020,SeriaA,Roma,Antonio Mirante,it ITA,GK,36.0,5.0,5.0,1.0,0.0,0.0,0.0,8.7,0.34,3.7,0.73,24.0,49.0,49.0,142.0,30.0,31.0,30.7,29.0,17.2,28.3,83.0,1.0,1.2,8.0,1.6,14.9,Matches
2019-2020,SeriaA,Roma,Daniel Fuzato,br BRA,GK,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.22,-0.6,-0.57,3.0,14.0,21.4,34.0,4.0,29.4,33.1,10.0,40.0,33.2,14.0,1.0,7.1,1.0,1.0,11.5,Matches
2019-2020,SeriaA,Roma,Squad Total,,,26.9,38.0,51.0,9.0,1.0,5.0,0.0,53.4,0.28,2.4,0.06,170.0,380.0,44.7,1014.0,209.0,29.4,31.3,247.0,33.2,34.0,470.0,11.0,2.3,53.0,1.39,17.4,
2019-2020,SeriaA,Roma,Opponent Total,,,27.0,38.0,77.0,12.0,3.0,10.0,4.0,67.4,0.26,-5.6,-0.15,179.0,450.0,39.8,931.0,194.0,33.7,32.0,331.0,41.1,35.7,565.0,19.0,3.4,16.0,0.42,11.4,
2019-2020,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,20.0,35.6,42.0,4.0,0.0,4.0,1.0,39.7,0.23,-1.3,-0.04,177.0,406.0,43.6,878.0,178.0,32.3,31.3,259.0,47.1,36.9,473.0,27.0,5.7,37.0,1.04,13.9,Matches
2019-2020,SeriaA,Milan,Asmir Begović,ba BIH,GK,32.0,1.4,3.0,1.0,0.0,0.0,0.0,4.0,0.43,1.0,0.73,3.0,10.0,30.0,26.0,5.0,26.9,30.5,12.0,25.0,33.1,16.0,0.0,0.0,0.0,0.0,,Matches
2019-2020,SeriaA,Milan,Pepe Reina,es ESP,GK,36.0,1.0,1.0,0.0,1.0,0.0,0.0,1.8,0.14,0.8,0.83,8.0,14.0,57.1,28.0,6.0,32.1,34.9,7.0,71.4,45.0,17.0,2.0,11.8,2.0,2.0,12.0,Matches
2019-2020,SeriaA,Milan,Squad Total,,,24.6,38.0,46.0,5.0,1.0,4.0,1.0,45.6,0.24,0.6,0.02,188.0,430.0,43.7,932.0,189.0,32.2,31.4,278.0,46.8,36.9,506.0,29.0,5.7,39.0,1.03,13.8,
2019-2020,SeriaA,Milan,Opponent Total,,,27.1,38.0,63.0,8.0,3.0,3.0,3.0,61.6,0.28,1.6,0.04,184.0,487.0,37.8,865.0,168.0,38.4,34.7,325.0,47.7,37.6,550.0,22.0,4.0,28.0,0.74,12.9,
2019-2020,SeriaA,Napoli,Alex Meret,it ITA,GK,22.0,21.7,33.0,5.0,0.0,2.0,1.0,27.7,0.27,-4.3,-0.2,31.0,103.0,30.1,466.0,86.0,17.2,25.5,139.0,16.5,22.9,241.0,4.0,1.7,15.0,0.69,14.3,Matches
2019-2020,SeriaA,Napoli,David Ospina,co COL,GK,30.0,16.3,17.0,2.0,1.0,2.0,0.0,14.8,0.25,-2.2,-0.13,34.0,77.0,44.2,383.0,55.0,16.2,25.7,85.0,17.6,22.1,184.0,11.0,6.0,17.0,1.04,16.2,Matches
2019-2020,SeriaA,Napoli,Squad Total,,,26.9,38.0,50.0,7.0,1.0,4.0,1.0,42.6,0.26,-6.4,-0.17,65.0,180.0,36.1,849.0,141.0,16.7,25.6,224.0,17.0,22.6,425.0,15.0,3.5,32.0,0.84,15.2,
2019-2020,SeriaA,Napoli,Opponent Total,,,27.0,38.0,61.0,5.0,0.0,6.0,1.0,57.7,0.23,-2.3,-0.06,198.0,487.0,40.7,874.0,188.0,37.8,34.0,348.0,45.1,35.4,630.0,24.0,3.8,13.0,0.34,10.6,
2019-2020,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,32.0,31.0,55.0,7.0,1.0,9.0,3.0,45.0,0.27,-7.0,-0.23,90.0,268.0,33.6,778.0,141.0,27.4,28.8,205.0,26.8,27.8,432.0,19.0,4.4,30.0,0.97,13.6,Matches
2019-2020,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,38.0,5.0,4.0,0.0,0.0,0.0,1.0,5.7,0.22,2.7,0.54,12.0,29.0,41.4,122.0,24.0,18.9,24.2,36.0,16.7,19.9,71.0,1.0,1.4,5.0,1.0,17.4,Matches
2019-2020,SeriaA,Sassuolo,Stefano Turati,it ITA,GK,17.0,2.0,4.0,1.0,0.0,0.0,0.0,4.1,0.25,0.1,0.03,6.0,10.0,60.0,38.0,7.0,18.4,24.8,14.0,21.4,24.0,34.0,1.0,2.9,3.0,1.5,18.8,Matches
2019-2020,SeriaA,Sassuolo,Squad Total,,,26.4,38.0,63.0,8.0,1.0,9.0,4.0,54.7,0.26,-4.3,-0.11,108.0,307.0,35.2,938.0,172.0,25.9,28.0,255.0,25.1,26.4,537.0,21.0,3.9,38.0,1.0,14.2,
2019-2020,SeriaA,Sassuolo,Opponent Total,,,27.0,38.0,69.0,5.0,3.0,4.0,0.0,57.6,0.27,-11.4,-0.3,168.0,364.0,46.2,783.0,160.0,31.9,31.7,300.0,38.0,33.9,424.0,8.0,1.9,31.0,0.82,15.8,
2019-2020,SeriaA,Hellas Verona,Marco Silvestri,it ITA,GK,28.0,35.0,43.0,7.0,1.0,6.0,1.0,44.9,0.24,2.9,0.08,182.0,687.0,26.5,650.0,74.0,63.1,43.7,330.0,83.9,55.3,547.0,17.0,3.1,15.0,0.43,11.0,Matches
2019-2020,SeriaA,Hellas Verona,Boris Radunović,rs SRB,GK,23.0,3.0,8.0,2.0,1.0,1.0,0.0,6.2,0.28,-1.8,-0.59,12.0,33.0,36.4,47.0,10.0,42.6,37.3,14.0,92.9,65.6,23.0,0.0,0.0,1.0,0.33,12.6,Matches
2019-2020,SeriaA,Hellas Verona,Squad Total,,,26.1,38.0,51.0,9.0,2.0,7.0,1.0,51.1,0.25,1.1,0.03,194.0,720.0,26.9,697.0,84.0,61.7,43.3,344.0,84.3,55.7,570.0,17.0,3.0,16.0,0.42,11.1,
2019-2020,SeriaA,Hellas Verona,Opponent Total,,,27.0,38.0,47.0,8.0,1.0,5.0,2.0,45.5,0.25,0.5,0.01,237.0,635.0,37.3,981.0,166.0,47.0,38.0,296.0,58.8,42.7,578.0,22.0,3.8,35.0,0.92,13.7,
2019-2020,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,21.0,31.0,43.0,6.0,2.0,5.0,0.0,42.7,0.25,-0.3,-0.01,109.0,338.0,32.2,677.0,196.0,34.9,33.6,221.0,46.2,39.1,440.0,13.0,3.0,30.0,0.97,14.2,Matches
2019-2020,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,29.0,6.9,5.0,3.0,0.0,0.0,0.0,7.5,0.2,2.5,0.36,18.0,78.0,23.1,149.0,36.0,38.9,35.2,59.0,33.9,34.7,103.0,6.0,5.8,5.0,0.72,12.2,Matches
2019-2020,SeriaA,Fiorentina,Federico Brancolini,it ITA,GK,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,24.0,1.0,100.0,66.0,0.0,0.0,,0.0,0.0,18.0,Matches
2019-2020,SeriaA,Fiorentina,Squad Total,,,25.1,38.0,48.0,9.0,2.0,5.0,0.0,50.2,0.25,2.2,0.06,128.0,417.0,30.7,828.0,232.0,35.5,33.8,281.0,43.8,38.3,543.0,19.0,3.5,35.0,0.92,13.8,
2019-2020,SeriaA,Fiorentina,Opponent Total,,,27.1,38.0,51.0,9.0,1.0,9.0,3.0,51.4,0.23,3.4,0.09,147.0,383.0,38.4,873.0,186.0,30.7,32.0,325.0,35.4,32.8,554.0,19.0,3.4,35.0,0.92,13.9,
2019-2020,SeriaA,Parma,Luigi Sepe,it ITA,GK,28.0,34.0,53.0,6.0,1.0,10.0,0.0,54.8,0.25,1.8,0.05,225.0,471.0,47.8,801.0,115.0,42.4,37.1,327.0,40.1,32.0,624.0,20.0,3.2,10.0,0.29,12.2,Matches
2019-2020,SeriaA,Parma,Simone Colombi,it ITA,GK,28.0,4.0,4.0,1.0,0.0,0.0,0.0,6.2,0.28,2.2,0.56,9.0,24.0,37.5,59.0,14.0,28.8,29.3,42.0,16.7,23.1,61.0,1.0,1.6,0.0,0.0,7.8,Matches
2019-2020,SeriaA,Parma,Squad Total,,,28.8,38.0,57.0,7.0,1.0,10.0,0.0,61.0,0.25,4.0,0.11,234.0,495.0,47.3,860.0,129.0,41.5,36.5,369.0,37.4,31.0,685.0,21.0,3.1,10.0,0.26,12.0,
2019-2020,SeriaA,Parma,Opponent Total,,,26.9,38.0,56.0,4.0,0.0,5.0,3.0,50.7,0.3,-2.3,-0.06,125.0,320.0,39.1,777.0,189.0,28.2,30.8,295.0,34.2,33.4,462.0,23.0,5.0,35.0,0.92,14.3,
2019-2020,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,28.0,37.0,64.0,6.0,2.0,6.0,1.0,53.9,0.26,-9.1,-0.25,161.0,364.0,44.2,848.0,218.0,29.7,31.5,291.0,38.5,33.6,474.0,44.0,9.3,29.0,0.78,12.7,Matches
2019-2020,SeriaA,Bologna,Angelo da Costa Júnior,br BRA,GK,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,-0.8,-0.79,0.0,2.0,0.0,22.0,4.0,9.1,27.0,4.0,0.0,15.8,8.0,0.0,0.0,1.0,1.0,33.0,Matches
2019-2020,SeriaA,Bologna,Squad Total,,,27.2,38.0,65.0,6.0,2.0,6.0,1.0,54.1,0.26,-9.9,-0.26,161.0,366.0,44.0,870.0,222.0,29.2,31.4,295.0,38.0,33.3,482.0,44.0,9.1,30.0,0.79,12.9,
2019-2020,SeriaA,Bologna,Opponent Total,,,26.9,38.0,52.0,5.0,1.0,6.0,4.0,46.1,0.25,-1.9,-0.05,222.0,547.0,40.6,869.0,151.0,41.2,34.6,355.0,53.2,39.8,564.0,15.0,2.7,25.0,0.66,12.2,
2019-2020,SeriaA,Udinese,Juan Musso,ar ARG,GK,25.0,38.0,51.0,8.0,2.0,4.0,0.0,52.1,0.22,1.1,0.03,184.0,421.0,43.7,812.0,171.0,34.5,32.7,358.0,39.4,34.1,581.0,25.0,4.3,20.0,0.53,11.6,Matches
2019-2020,SeriaA,Udinese,Squad Total,,,26.5,38.0,51.0,8.0,2.0,4.0,0.0,52.1,0.22,1.1,0.03,184.0,421.0,43.7,812.0,171.0,34.5,32.7,358.0,39.4,34.1,581.0,25.0,4.3,20.0,0.53,11.6,
2019-2020,SeriaA,Udinese,Opponent Total,,,27.2,38.0,37.0,0.0,0.0,4.0,0.0,36.2,0.26,-0.8,-0.02,131.0,342.0,38.3,800.0,145.0,31.3,31.8,280.0,32.9,33.1,560.0,26.0,4.6,43.0,1.13,15.9,
2019-2020,SeriaA,Cagliari,Robin Olsen,se SWE,GK,29.0,16.9,24.0,4.0,0.0,1.0,2.0,23.2,0.22,1.2,0.07,87.0,246.0,35.4,328.0,62.0,49.7,40.2,159.0,52.2,42.4,293.0,8.0,2.7,5.0,0.3,10.1,Matches
2019-2020,SeriaA,Cagliari,Alessio Cragno,it ITA,GK,25.0,16.0,21.0,1.0,0.0,2.0,1.0,21.6,0.22,1.6,0.1,68.0,224.0,30.4,314.0,74.0,45.5,37.0,156.0,51.9,39.9,274.0,12.0,4.4,7.0,0.44,10.6,Matches
2019-2020,SeriaA,Cagliari,Rafael,br BRA,GK,37.0,5.0,11.0,2.0,0.0,0.0,0.0,7.6,0.33,-3.4,-0.68,33.0,71.0,46.5,109.0,18.0,51.4,37.0,46.0,32.6,31.3,98.0,3.0,3.1,3.0,0.59,11.1,Matches
2019-2020,SeriaA,Cagliari,Squad Total,,,27.4,38.0,56.0,7.0,0.0,3.0,3.0,52.3,0.23,-0.7,-0.02,188.0,541.0,34.8,751.0,154.0,48.2,38.4,361.0,49.6,39.9,665.0,23.0,3.5,15.0,0.39,10.5,
2019-2020,SeriaA,Cagliari,Opponent Total,,,27.0,38.0,52.0,4.0,0.0,3.0,2.0,37.4,0.23,-12.6,-0.33,130.0,322.0,40.4,742.0,187.0,27.8,30.6,310.0,37.4,34.5,581.0,22.0,3.8,22.0,0.58,13.1,
2019-2020,SeriaA,Sampdoria,Emil Audero,it ITA,GK,22.0,36.0,60.0,7.0,0.0,10.0,4.0,47.9,0.25,-8.1,-0.23,187.0,519.0,36.0,742.0,132.0,45.7,37.2,291.0,61.9,44.6,603.0,16.0,2.7,32.0,0.89,14.0,Matches
2019-2020,SeriaA,Sampdoria,Wladimiro Falcone,it ITA,GK,24.0,2.0,5.0,1.0,0.0,0.0,0.0,5.6,0.36,0.6,0.32,5.0,25.0,20.0,43.0,10.0,34.9,29.8,18.0,55.6,44.9,27.0,0.0,0.0,2.0,1.0,16.4,Matches
2019-2020,SeriaA,Sampdoria,Squad Total,,,26.0,38.0,65.0,8.0,0.0,10.0,4.0,53.5,0.26,-7.5,-0.2,192.0,544.0,35.3,785.0,142.0,45.1,36.8,309.0,61.5,44.6,630.0,16.0,2.5,34.0,0.89,14.1,
2019-2020,SeriaA,Sampdoria,Opponent Total,,,26.9,38.0,48.0,9.0,3.0,4.0,0.0,47.4,0.21,-0.6,-0.02,132.0,373.0,35.4,886.0,203.0,28.9,30.3,323.0,36.2,33.9,640.0,17.0,2.7,19.0,0.5,11.9,
2019-2020,SeriaA,Torino,Salvatore Sirigu,it ITA,GK,32.0,36.0,64.0,9.0,3.0,6.0,3.0,59.1,0.26,-1.9,-0.05,243.0,523.0,46.5,823.0,112.0,40.0,35.4,333.0,58.3,41.1,588.0,22.0,3.7,18.0,0.5,14.4,Matches
2019-2020,SeriaA,Torino,Antonio Rosati,it ITA,GK,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.09,-0.6,-0.57,9.0,16.0,56.3,20.0,6.0,35.0,30.9,15.0,60.0,40.9,13.0,0.0,0.0,0.0,0.0,9.3,Matches
2019-2020,SeriaA,Torino,Samir Ujkani,xk KVX,GK,31.0,1.0,3.0,1.0,0.0,1.0,0.0,2.4,0.23,-0.6,-0.62,6.0,13.0,46.2,42.0,2.0,28.6,31.9,8.0,12.5,25.8,12.0,0.0,0.0,1.0,1.0,15.0,Matches
2019-2020,SeriaA,Torino,Squad Total,,,27.3,38.0,68.0,10.0,3.0,7.0,3.0,61.9,0.25,-3.1,-0.08,258.0,552.0,46.7,885.0,120.0,39.3,35.1,356.0,57.3,40.8,613.0,22.0,3.6,19.0,0.5,14.2,
2019-2020,SeriaA,Torino,Opponent Total,,,27.0,38.0,46.0,7.0,0.0,7.0,2.0,41.0,0.23,-3.0,-0.08,155.0,410.0,37.8,851.0,183.0,32.9,32.7,282.0,46.1,38.0,595.0,32.0,5.4,39.0,1.03,13.7,
2019-2020,SeriaA,Genoa,Mattia Perin,it ITA,GK,26.0,21.0,38.0,1.0,1.0,3.0,1.0,34.6,0.33,-2.4,-0.12,129.0,373.0,34.6,538.0,90.0,51.3,40.1,189.0,51.3,41.6,341.0,18.0,5.3,12.0,0.57,12.8,Matches
2019-2020,SeriaA,Genoa,Ionuț Radu,ro ROU,GK,22.0,17.0,35.0,6.0,2.0,4.0,1.0,31.3,0.26,-2.7,-0.16,61.0,169.0,36.1,504.0,90.0,29.0,31.0,152.0,15.1,26.1,252.0,8.0,3.2,7.0,0.41,11.1,Matches
2019-2020,SeriaA,Genoa,Squad Total,,,26.8,38.0,73.0,7.0,3.0,7.0,2.0,65.8,0.29,-5.2,-0.14,190.0,542.0,35.1,1042.0,180.0,40.5,35.7,341.0,35.2,34.7,593.0,26.0,4.4,19.0,0.5,12.2,
2019-2020,SeriaA,Genoa,Opponent Total,,,26.9,38.0,47.0,11.0,2.0,3.0,1.0,50.5,0.23,4.5,0.12,141.0,359.0,39.3,795.0,173.0,30.6,31.6,252.0,46.0,37.4,555.0,17.0,3.1,25.0,0.66,14.6,
2019-2020,SeriaA,Lecce,Gabriel,br BRA,GK,26.0,33.3,76.0,10.0,1.0,9.0,3.0,70.4,0.27,-2.6,-0.08,124.0,310.0,40.0,646.0,194.0,31.1,32.0,326.0,33.4,30.7,597.0,27.0,4.5,15.0,0.45,11.0,Matches
2019-2020,SeriaA,Lecce,Mauro Vigorito,it ITA,GK,29.0,4.7,9.0,1.0,0.0,1.0,0.0,8.7,0.3,-0.3,-0.06,21.0,53.0,39.6,100.0,27.0,35.0,32.2,48.0,37.5,30.3,90.0,2.0,2.2,3.0,0.64,12.0,Matches
2019-2020,SeriaA,Lecce,Squad Total,,,28.7,38.0,85.0,11.0,1.0,10.0,3.0,79.1,0.27,-2.9,-0.08,145.0,363.0,39.9,746.0,221.0,31.6,32.0,374.0,34.0,30.6,687.0,29.0,4.2,18.0,0.47,11.2,
2019-2020,SeriaA,Lecce,Opponent Total,,,26.9,38.0,52.0,11.0,2.0,7.0,0.0,51.7,0.23,-0.3,-0.01,126.0,342.0,36.8,774.0,184.0,31.1,31.6,271.0,37.3,32.7,534.0,26.0,4.9,33.0,0.87,14.2,
2019-2020,SeriaA,Brescia,Jesse Joronen,fi FIN,GK,26.0,29.0,59.0,9.0,0.0,8.0,3.0,53.6,0.25,-2.4,-0.08,138.0,380.0,36.3,579.0,164.0,44.9,36.9,275.0,43.6,38.3,530.0,17.0,3.2,12.0,0.41,9.0,Matches
2019-2020,SeriaA,Brescia,Lorenzo Andrenacci,it ITA,GK,24.0,5.9,16.0,0.0,1.0,1.0,0.0,12.8,0.29,-3.2,-0.54,24.0,60.0,40.0,96.0,45.0,28.1,31.8,66.0,50.0,40.8,98.0,3.0,3.1,1.0,0.17,10.1,Matches
2019-2020,SeriaA,Brescia,Enrico Alfonso,it ITA,GK,31.0,3.1,4.0,0.0,0.0,0.0,0.0,2.6,0.23,-1.4,-0.47,8.0,27.0,29.6,56.0,9.0,35.7,33.3,24.0,29.2,29.0,54.0,0.0,0.0,4.0,1.29,12.9,Matches
2019-2020,SeriaA,Brescia,Squad Total,,,25.6,38.0,79.0,9.0,1.0,9.0,3.0,69.0,0.26,-7.0,-0.19,170.0,467.0,36.4,731.0,218.0,42.0,35.9,365.0,43.8,38.1,682.0,20.0,2.9,17.0,0.45,9.4,
2019-2020,SeriaA,Brescia,Opponent Total,,,27.1,38.0,35.0,4.0,1.0,6.0,1.0,36.5,0.23,2.5,0.07,161.0,356.0,45.2,791.0,179.0,31.1,31.1,272.0,40.4,35.2,496.0,31.0,6.3,31.0,0.82,13.2,
